Track,Artist,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Year
Pop Life,Prince & the Revolution,3:45,4,0.725,0.768,11,-12.281,1,0.0584,0.518,0.00934,0.409,0.64,100.609,44,1985
Get It On (BANG A Gong),Power Station,5:29,4,0.681,0.939,9,-6.371,1,0.0962,0.0597,0.0717,0.0764,0.646,124.303,43,1985
Sugar Walls,Sheena Easton,2:03,4,0.634,0.526,1,-10.281,0,0.0531,0.612,0.0102,0.127,0.729,86.78,43,1985
Sugar Walls,Sheena Easton,2:03,4,0.634,0.526,1,-10.281,0,0.0531,0.612,0.0102,0.127,0.729,86.78,43,1985
Be Near Me,ABC,3:39,4,0.719,0.589,5,-11.87,1,0.0302,0.128,0.1,0.13,0.819,124.685,41,1985
Miami Vice Theme,Jan Hammer,2:27,4,0.571,0.924,7,-9.887,1,0.0385,0.547,0.896,0.432,0.854,115.431,41,1985
Method Of Modern Love,Daryl Hall & John Oates,5:33,4,0.714,0.726,5,-6.621,0,0.0569,0.0708,0.0000215,0.093,0.753,94.203,40,1985
Sentimental Street,Night Ranger,4:13,4,0.66,0.579,0,-12.746,1,0.029,0.188,0,0.0687,0.583,99.641,40,1985
Valotte,Julian Lennon,4:17,4,0.571,0.512,0,-9.73,1,0.0259,0.238,0.0773,0.0998,0.188,72.17,38,1985
Don’t You (FORGET About Me),Simple Minds,3:59,4,0.644,0.891,2,-5.147,1,0.0526,0.00111,0.00798,0.118,0.504,110.007,35,1985
Don’t Lose My Number,Phil Collins,4:34,4,0.524,0.754,5,-3.264,0,0.0356,0.00355,0.823,0.0511,0.772,160.037,3,1985
Who’s Holding Donna Now,DeBarge,3:53,4,0.629,0.616,4,-7.049,1,0.0239,0.1,0.000489,0.0964,0.663,96.988,1,1985
You’re Only Human (SECOND Wind),Billy Joel,4:52,4,0.748,0.848,3,-6.57,1,0.0346,0.00611,0.481,0.122,0.512,130.011,0,1985
I’m Your Man,Wham!,3:33,4,0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,86,1986
Nasty,Janet Jackson,2:56,4,0.931,0.411,8,-8.433,1,0.0711,0.165,0.00000526,0.134,0.515,100.002,86,1986
You Give Love A Bad Name,Bon Jovi,3:42,4,0.541,0.959,0,-2.947,0,0.0505,0.0663,0.00000218,0.344,0.812,122.805,83,1986
Kiss,Prince and The Revolution,3:28,4,0.526,0.749,3,-6.964,1,0.0283,0.023,0.00000176,0.0692,0.421,99.982,82,1986
Something About You,Level 42,2:33,4,0.648,0.781,9,-8.736,0,0.0271,0.0332,0.013,0.305,0.822,133.417,82,1986
Your Love,The Outfield,3:36,4,0.578,0.654,1,-12.421,0,0.0562,0.121,0.00000362,0.0673,0.621,129.513,82,1986
I Miss You,Klymaxx,2:47,5,0.445,0.455,7,-6.405,1,0.0575,0.731,0.00000147,0.124,0.151,109.885,81,1986
Human,The Human League,3:20,4,0.602,0.707,9,-4.097,1,0.302,0.393,0,0.165,0.554,75.087,80,1986
My Hometown,Bruce Springsteen,3:36,4,0.62,0.869,6,-5.479,1,0.0462,0.615,0,0.131,0.597,126.019,80,1986
Stuck With You,Huey Lewis and the News,3:28,4,0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,80,1986
Baby Love,Regina,3:09,4,0.417,0.686,7,-6.484,1,0.0373,0.0955,0.0287,0.0989,0.625,204.113,79,1986
Heartbeat,Don Johnson,4:29,4,0.8,0.545,1,-7.002,0,0.127,0.00369,0.000461,0.0445,0.294,119.954,79,1986
Sara,Starship,3:34,4,0.576,0.683,7,-5.103,1,0.118,0.41,0,0.0819,0.433,151.566,77,1986
Danger Zone,Kenny Loggins,3:35,4,0.544,0.897,3,-6.056,0,0.0471,0.241,0,0.13,0.647,157.17,76,1986
Higher Love,Steve Winwood,3:48,4,0.693,0.678,8,-7.159,1,0.0324,0.0151,0.00000571,0.101,0.404,103.952,76,1986
King For A Day,Thompson Twins,3:56,4,0.403,0.965,6,-2.238,1,0.0964,0.0000381,0.000276,0.341,0.431,112.363,76,1986
If You Leave,Orchestral Manoeuvres in the Dark,3:55,4,0.434,0.563,11,-6.784,1,0.0268,0.0197,0.000824,0.128,0.275,104.183,75,1986
Walk This Way,Run–D.M.C. featuring Aerosmith,3:40,4,0.653,0.73,5,-10.613,1,0.0429,0.0115,0.0000102,0.0776,0.894,108.709,74,1986
On My Own,Patti LaBelle and Michael McDonald,2:51,4,0.767,0.593,4,-5.901,1,0.0413,0.0324,0.0000045,0.0878,0.579,130.007,73,1986
Take My Breath Away,Berlin,4:15,4,0.497,0.719,6,-9.397,1,0.0266,0.0613,0,0.411,0.547,95.769,73,1986
Burning Heart,Survivor,4:22,4,0.515,0.755,5,-3.724,1,0.0383,0.0633,0.00101,0.107,0.165,140.101,72,1986
Glory Of Love,Peter Cetera,4:18,4,0.52,0.61,5,-7.935,1,0.0282,0.0805,0.00000295,0.276,0.329,144.983,72,1986
Take Me Home,Phil Collins,2:54,4,0.592,0.891,10,-3.144,1,0.0512,0.0267,0,0.352,0.674,99.983,72,1986
How Will I Know,Whitney Houston,4:35,4,0.832,0.544,6,-12.697,1,0.0442,0.201,0.000139,0.632,0.928,119.49,71,1986
Invisible Touch,Genesis,3:28,4,0.617,0.931,0,-6.845,1,0.0345,0.186,0.00166,0.171,0.849,131.014,71,1986
West End Girls,Pet Shop Boys,4:45,4,0.656,0.914,4,-7.471,0,0.0394,0.000943,0.0628,0.159,0.576,113.259,71,1986
What You Need,INXS,3:26,4,0.638,0.335,7,-10.522,0,0.0854,0.505,0.0139,0.116,0.0608,133.853,71,1986
Broken Wings,Mr. Mister,5:43,4,0.286,0.5,1,-14.281,0,0.0357,0.134,0.0000457,0.108,0.443,99.162,70,1986
I Can’t Wait,Nu Shooz,2:50,4,0.691,0.531,6,-14.204,1,0.0546,0.323,0.0000747,0.0958,0.897,98.813,70,1986
True Colors,Cyndi Lauper,3:47,4,0.397,0.207,0,-13.155,1,0.0331,0.701,0.0000307,0.116,0.268,171.282,70,1986
Holding Back The Years,Simply Red,4:29,4,0.71,0.514,9,-8.885,0,0.0278,0.58,0.000159,0.0953,0.517,86.02,69,1986
Sweet Love,Anita Baker,2:29,4,0.729,0.571,6,-7.06,1,0.0285,0.478,0,0.402,0.833,91.981,69,1986
Take Me Home Tonight,Eddie Money,3:31,4,0.608,0.768,1,-9.911,1,0.0364,0.101,0.00000141,0.0942,0.748,132.699,69,1986
Venus,Bananarama,3:49,4,0.722,0.961,9,-4.812,1,0.0514,0.0883,0.61,0.278,0.911,126.113,69,1986
Greatest Love Of All,Whitney Houston,4:51,4,0.502,0.305,9,-16.011,1,0.0339,0.484,0.00000355,0.117,0.248,131.242,68,1986
Nikita,Elton John,5:43,4,0.632,0.656,7,-9.29,1,0.0277,0.123,0.000264,0.0735,0.752,86.605,68,1986
Friends And Lovers,Gloria Loring and Carl Anderson,4:20,4,0.675,0.501,10,-6.183,1,0.22,0.0541,0,0.429,0.532,139.861,67,1986
The Sweetest Taboo,Sade,4:37,4,0.752,0.823,10,-9.455,0,0.0447,0.128,0.0098,0.303,0.962,91.563,67,1986
Alive And Kicking,Simple Minds,4:49,4,0.572,0.913,0,-4.26,1,0.0362,0.0753,0.000015,0.128,0.561,103.265,66,1986
Bad Boy,Miami Sound Machine,2:37,4,0.697,0.674,1,-6.326,1,0.0533,0.00215,0,0.138,0.198,81.535,66,1986
Dancing On The Ceiling,Lionel Richie,4:30,4,0.698,0.774,0,-8.642,1,0.048,0.12,0.00000226,0.394,0.731,133.197,66,1986
"Say You, Say Me",Lionel Richie,4:09,4,0.723,0.596,9,-13.436,1,0.0308,0.0187,0.00513,0.16,0.962,128.068,66,1986
Small Town,John Cougar Mellencamp,3:25,4,0.555,0.744,9,-6.016,1,0.0287,0.0251,0,0.359,0.673,73.012,66,1986
Word Up!,Cameo,2:52,4,0.577,0.94,6,-4.439,0,0.0361,0.0000242,0.0715,0.347,0.818,116.045,66,1986
Addicted To Love,Robert Palmer,6:03,4,0.702,0.578,2,-13.415,1,0.031,0.382,0.00000589,0.0425,0.975,111.617,65,1986
Conga,Miami Sound Machine,4:14,4,0.789,0.656,2,-14.825,1,0.0474,0.168,0.0409,0.0311,0.865,122.237,65,1986
Rock Me Amadeus,Falco,3:22,4,0.61,0.817,4,-9.45,0,0.133,0.296,0.00336,0.0884,0.89,176.735,65,1986
These Dreams,Heart,4:14,4,0.534,0.532,11,-9.865,1,0.0292,0.509,0,0.0868,0.3,79.103,65,1986
Why Can’t This Be Love,Van Halen,3:47,4,0.531,0.626,0,-13.371,1,0.0452,0.0606,0,0.0767,0.746,88.236,65,1986
Papa Don’t Preach,Madonna,4:28,4,0.833,0.934,5,-3.243,0,0.0313,0.343,0.00000755,0.0521,0.964,121.879,63,1986
Rumors,Timex Social Club,3:05,4,0.688,0.842,2,-4.211,1,0.264,0.0499,0,0.241,0.416,159.897,63,1986
True Blue,Madonna,4:56,4,0.472,0.774,7,-7.739,1,0.0405,0.259,0.0051,0.175,0.36,146.175,63,1986
Amanda,Boston,4:16,4,0.449,0.424,7,-14.06,1,0.0323,0.32,0.00000169,0.107,0.259,125.494,62,1986
Talk To Me,Stevie Nicks,3:47,4,0.773,0.281,1,-9.781,1,0.11,0.24,0,0.112,0.465,102.019,62,1986
Tonight She Comes,The Cars,4:10,3,0.606,0.455,6,-7.317,1,0.0288,0.259,0.00000299,0.159,0.329,144.836,62,1986
Two Of Hearts,Stacey Q,3:59,4,0.824,0.506,5,-7.12,0,0.0291,0.124,0,0.113,0.654,130.717,62,1986
Walk Of Life,Dire Straits,4:12,4,0.461,0.936,4,-6.866,1,0.109,0.435,0.0000913,0.124,0.804,172.404,62,1986
R.O.C.K. In The U.S.A.,John Cougar Mellencamp,2:54,4,0.432,0.958,9,-4.009,1,0.0819,0.00943,0.00000279,0.227,0.874,164.018,61,1986
Tender Love,Force MDs,3:54,4,0.34,0.336,8,-7.289,1,0.0289,0.769,0.0000782,0.126,0.0925,142.676,61,1986
Go Home,Stevie Wonder,3:47,4,0.712,0.815,7,-5.313,1,0.0332,0.2,0.000149,0.141,0.764,90.997,60,1986
Separate Lives,Phil Collins & Marilyn Martin,4:08,4,0.341,0.309,4,-9.166,1,0.0315,0.238,0.00000109,0.319,0.204,98.405,60,1986
"When The Going Gets Tough, The Tough Get Going",Billy Ocean,4:08,4,0.755,0.763,4,-6.318,1,0.0473,0.405,0,0.318,0.932,122.045,60,1986
Live To Tell,Madonna,5:51,4,0.652,0.521,2,-6.752,0,0.0256,0.263,0.0011,0.107,0.235,109.943,59,1986
Party All The Time,Eddie Murphy,4:13,4,0.699,0.692,11,-13.045,1,0.0456,0.00979,0.000326,0.0427,0.677,135.03,59,1986
Throwing It All Away,Genesis,3:49,4,0.377,0.606,6,-7.409,1,0.0262,0.144,0.00877,0.0879,0.291,83.972,59,1986
Manic Monday,The Bangles,3:04,4,0.685,0.594,2,-10.906,1,0.0289,0.294,0.00000369,0.358,0.853,121.761,57,1986
Sledgehammer,Peter Gabriel,5:11,4,0.641,0.682,8,-7.561,1,0.0392,0.044,0,0.0394,0.468,96.319,56,1986
We Don’t Have To Take Our Clothes Off,Jermaine Stewart,3:50,3,0.572,0.231,0,-6.316,0,0.0334,0.953,0.00000388,0.111,0.332,96.729,56,1986
Is It Love,Mr. Mister,2:03,4,0.826,0.524,5,-6.284,1,0.0992,0.423,0,0.107,0.746,140.07,55,1986
Living In America,James Brown,4:42,4,0.754,0.854,0,-7.114,1,0.0363,0.00148,0.00692,0.0675,0.761,113.908,54,1986
When I Think Of You,Janet Jackson,3:55,4,0.759,0.639,9,-11.386,1,0.0425,0.084,0.0331,0.0518,0.706,116.207,54,1986
Kyrie,Mr. Mister,4:16,4,0.489,0.676,0,-8.769,1,0.0368,0.287,0,0.389,0.622,89.749,53,1986
Life In A Northern Town,Dream Academy,4:19,4,0.563,0.476,4,-13.342,1,0.0329,0.265,0,0.494,0.432,121.67,53,1986
Your Wildest Dreams,Moody Blues,4:51,4,0.534,0.582,7,-15.997,1,0.0374,0.289,0.0338,0.283,0.653,141.362,53,1986
A Different Corner,George Michael,4:03,4,0.263,0.286,6,-10.34,1,0.0335,0.857,0.00898,0.105,0.151,99.001,52,1986
Crush On You,The Jets,4:35,4,0.827,0.635,11,-6.77,0,0.251,0.278,0.000119,0.109,0.766,88.87,52,1986
Secret Lovers,Atlantic Starr,5:30,4,0.339,0.379,0,-15.08,1,0.0528,0.653,0.00000356,0.219,0.429,74.142,52,1986
That’s What Friends Are For,"Dionne Warwick featuring Gladys Knight, Elton John and Stevie Wonder",3:33,4,0.739,0.187,3,-12.519,1,0.0575,0.897,0.953,0.106,0.217,107.924,52,1986
Harlem Shuffle,the Rolling Stones,2:54,4,0.623,0.791,5,-6.644,1,0.0424,0.422,0.0155,0.0546,0.802,116.489,50,1986
Sweet Freedom,Michael McDonald,4:12,4,0.432,0.518,7,-13.403,1,0.0375,0.0965,0.788,0.136,0.339,142.735,50,1986
All I Need Is A Miracle,Mike + The Mechanics,4:12,4,0.602,0.774,0,-13.083,1,0.0338,0.0312,0.0000568,0.0497,0.971,135.125,49,1986
No One Is To Blame,Howard Jones,4:18,4,0.743,0.354,9,-13.619,1,0.0285,0.683,0.0000455,0.0621,0.8,95.123,49,1986
Typical Male,Tina Turner,4:16,4,0.762,0.745,1,-7.772,0,0.0407,0.0172,0.0137,0.0612,0.794,106.013,49,1986
Mad About You,Belinda Carlisle,3:36,4,0.426,0.578,9,-11.514,1,0.0379,0.0134,0.0000908,0.072,0.45,71.706,48,1986
What Have You Done For Me Lately,Janet Jackson,4:59,4,0.846,0.396,1,-12.408,1,0.0677,0.0157,0.0116,0.0656,0.841,114.045,48,1986
Words Get In The Way,Miami Sound Machine,3:25,4,0.674,0.31,5,-17.352,1,0.0329,0.293,0.0000164,0.108,0.56,155.656,48,1986
Love Touch,Rod Stewart,5:12,4,0.682,0.4,8,-15.692,1,0.0282,0.302,0.0000207,0.0805,0.835,92.101,47,1986
All Cried Out,Lisa Lisa and Cult Jam,4:35,4,0.613,0.464,1,-8.918,1,0.0241,0.176,0,0.103,0.176,139.802,45,1986
I Didn’t Mean To Turn You On,Robert Palmer,7:03,4,0.771,0.824,9,-10.088,1,0.057,0.0629,0.0318,0.787,0.746,120.247,45,1986
Love Zone,Billy Ocean,3:35,4,0.652,0.783,1,-3.271,1,0.143,0.048,0,0.0866,0.664,129.843,45,1986
Tuff Enuff,Fabulous Thunderbirds,3:22,4,0.58,0.663,6,-11.48,0,0.0385,0.0735,0.00211,0.645,0.718,116.305,45,1986
A Love Bizarre,Sheila E.,12:18,4,0.768,0.612,1,-13.381,1,0.0454,0.0217,0.0239,0.0513,0.878,113.798,43,1986
Who’s Johnny,El DeBarge,2:45,4,0.887,0.627,9,-4.14,0,0.0468,0.0428,0,0.109,0.326,127.108,41,1986
This Could Be The Night,Loverboy,4:58,4,0.545,0.363,1,-15.084,0,0.0255,0.317,0,0.105,0.315,84.586,36,1986
Dreamtime,Daryl Hall,1:44,4,0.371,0.706,5,-9.132,0,0.036,0.765,0.875,0.119,0.185,149.999,34,1986
Let’s Go All The Way,Sly Fox,2:24,3,0.391,0.05,5,-28.98,1,0.0653,0.996,0.964,0.0972,0.28,164.313,25,1986
Silent Running (ON Dangerous Ground),Mike + The Mechanics,6:29,4,0.385,0.506,7,-8.617,1,0.0361,0.0931,0.0000885,0.11,0.0771,130.924,20,1986
Spies Like Us,Paul McCartney,4:47,4,0.606,0.643,7,-10.438,1,0.0305,0.0286,0.00247,0.238,0.717,96.088,19,1986
Don’t Forget Me (WHEN I’m Gone),Glass Tiger,2:44,3,0.569,0.78,7,-8.588,1,0.053,0.423,0,0.144,0.762,147.027,0,1986
There’ll Be Sad Songs (TO Make You Cry),Billy Ocean,4:13,4,0.443,0.319,0,-13.47,1,0.0332,0.662,0.00000248,0.165,0.186,159.718,0,1986
Control,Janet Jackson,3:30,3,0.561,0.604,9,-4.409,1,0.0337,0.199,0.000019,0.104,0.242,159.92,91,1987
Livin’ On A Prayer,Bon Jovi,4:09,4,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000206,0.294,0.794,122.509,85,1987
I Wanna Dance With Somebody (WHO Loves Me),Whitney Houston,4:51,4,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,84,1987
Bad,Michael Jackson,2:21,4,0.508,0.774,2,-5.973,1,0.0321,0.0586,0.00000487,0.063,0.942,178.946,83,1987
Sign O’ The Times,Prince,5:40,4,0.516,0.595,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,82,1987
Nothing’s Gonna Stop Us Now,Starship,4:30,4,0.643,0.802,6,-4.92,1,0.0227,0.0299,0,0.0719,0.53,95.99,80,1987
Always,Atlantic Starr,3:43,4,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,79,1987
Love You Down,Ready for the World,3:08,4,0.858,0.678,1,-3.87,0,0.0469,0.0761,0,0.0741,0.922,117.009,79,1987
With Or Without You,U2,4:55,4,0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,79,1987
(I Just) Died In Your Arms,Cutting Crew,4:40,4,0.625,0.726,11,-11.402,0,0.0444,0.0158,0.000169,0.0625,0.507,124.945,78,1987
Is This Love,Survivor,3:52,4,0.776,0.561,6,-8.375,0,0.103,0.111,0,0.067,0.743,122.246,78,1987
You Got It All,The Jets,3:32,4,0.732,0.463,11,-6.972,0,0.0287,0.374,0,0.194,0.397,95.971,76,1987
Come Go With Me,Exposé,3:25,4,0.625,0.814,0,-5.181,1,0.0657,0.0172,0,0.158,0.535,144.991,75,1987
Lean On Me,Club Nouveau,2:56,4,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,75,1987
Little Lies,Fleetwood Mac,3:41,4,0.64,0.649,2,-10.345,1,0.0264,0.216,0.000083,0.0551,0.865,124.825,75,1987
The Lady In Red,Chris de Burgh,4:16,4,0.548,0.294,10,-17.112,1,0.0333,0.332,0.00000334,0.0392,0.491,76.698,75,1987
Wanted Dead Or Alive,Bon Jovi,5:08,4,0.253,0.803,7,-3.977,1,0.0392,0.129,0.0146,0.309,0.258,150.036,75,1987
In Too Deep,Genesis,3:27,4,0.569,0.843,9,-5.875,1,0.0503,0.000189,0,0.0607,0.76,116.045,74,1987
Stand By Me,Ben E. King,3:39,4,0.71,0.701,11,-5.415,1,0.0317,0.0105,0,0.178,0.564,134.039,74,1987
Alone,Heart,3:38,4,0.418,0.452,1,-13.099,1,0.0355,0.638,0.000252,0.0959,0.168,175.124,73,1987
La Isla Bonita,Madonna,4:02,4,0.724,0.822,1,-4.374,0,0.0333,0.304,0.0000138,0.0553,0.964,99.9,72,1987
Someday,Glass Tiger,3:03,4,0.539,0.521,9,-7.46,1,0.0299,0.00425,0,0.367,0.679,106.035,72,1987
Diamonds,Herb Alpert,3:45,4,0.562,0.709,11,-4.92,0,0.0424,0.00124,0,0.109,0.401,91.958,71,1987
Something So Strong,Crowded House,2:07,4,0.686,0.828,7,-6.116,0,0.0341,0.045,0.00311,0.0909,0.211,124.025,71,1987
Head To Toe,Lisa Lisa and Cult Jam,1:16,4,0.793,0.61,2,-6.191,1,0.0607,0.309,0,0.0971,0.902,118.309,70,1987
I Want Your Sex,George Michael,4:24,4,0.443,0.472,5,-10.94,1,0.0243,0.364,0.825,0.113,0.264,90.948,70,1987
Let’s Go,Wang Chung,4:01,4,0.592,0.342,0,-8.93,1,0.0339,0.193,0.00245,0.11,0.155,130.953,70,1987
C’est La Vie,Robbie Nevil,2:40,4,0.889,0.805,9,-3.642,1,0.0808,0.0649,0,0.0684,0.759,142.119,69,1987
War,Bruce Springsteen,2:36,4,0.633,0.664,10,-5.037,1,0.0294,0.46,0,0.108,0.268,115.058,69,1987
Notorious,Duran Duran,6:06,4,0.704,0.873,11,-4.057,0,0.144,0.121,0.00000512,0.24,0.742,154.914,68,1987
The Way It Is,Bruce Hornsby and the Range,4:57,4,0.582,0.689,7,-12.203,1,0.0277,0.607,0.0571,0.145,0.531,111.166,68,1987
"Tonight, Tonight, Tonight",Genesis,3:20,4,0.686,0.783,4,-4.977,1,0.119,0.0764,0,0.163,0.814,99.978,68,1987
Who’s That Girl,Madonna,2:58,3,0.478,0.745,7,-5.784,0,0.356,0.155,0,0.099,0.644,71.111,68,1987
Big Time,Peter Gabriel,4:43,4,0.88,0.814,11,-6.307,0,0.14,0.168,0.00672,0.0584,0.942,138.083,67,1987
It’s A Sin,Pet Shop Boys,4:59,4,0.544,0.86,0,-6.151,0,0.0489,0.206,0.00108,0.213,0.284,127.129,67,1987
La Bamba,Los Lobos,2:06,4,0.516,0.809,0,-6.419,1,0.0545,0.787,0.000331,0.303,0.939,75.099,67,1987
Only In My Dreams,Debbie Gibson,2:50,4,0.518,0.496,10,-11.607,1,0.0292,0.41,0.1,0.0999,0.281,143.921,65,1987
Songbird,Kenny G,3:20,4,0.58,0.0842,5,-15.52,1,0.0302,0.982,0.00126,0.11,0.388,92.123,65,1987
I Still Haven’t Found What I’m Looking For,U2,3:01,4,0.551,0.553,9,-8.226,1,0.052,0.0969,0,0.0885,0.0632,101.042,63,1987
Keep Your Hands To Yourself,Georgia Satellites,3:25,4,0.577,0.807,2,-9.281,1,0.0449,0.00233,0.000257,0.0755,0.891,114.921,63,1987
Mony Mony,Billy Idol,5:01,4,0.742,0.743,10,-6.293,0,0.0508,0.00935,0,0.22,0.485,135.012,63,1987
You Keep Me Hangin’ On,Kim Wilde,4:15,4,0.686,0.682,7,-12.154,0,0.033,0.0806,0.000155,0.14,0.708,123.44,63,1987
Here I Go Again,Whitesnake,4:35,4,0.292,0.823,7,-6.763,1,0.0407,0.0117,0.0000779,0.155,0.244,89.939,62,1987
I Knew You Were Waiting (FOR Me),Aretha Franklin and George Michael,4:00,4,0.705,0.842,9,-6.171,1,0.0503,0.231,0,0.382,0.712,107.931,62,1987
Land Of Confusion,Genesis,4:47,4,0.553,0.991,8,-3.703,1,0.0925,0.0000444,0.0729,0.179,0.324,114.919,62,1987
Walk Like An Egyptian,The Bangles,3:24,4,0.724,0.891,11,-7.818,1,0.0995,0.00344,0.0000472,0.3,0.818,103.022,62,1987
Will You Still Love Me?,Chicago,2:40,4,0.513,0.379,0,-9.679,1,0.0314,0.686,0.0000262,0.417,0.509,135.756,62,1987
Breakout,Swing Out Sister,3:20,4,0.421,0.938,11,-4.212,0,0.0522,0.0000518,0.00291,0.124,0.427,156.794,61,1987
I Just Can’t Stop Loving You,Michael Jackson with Siedah Garrett,4:11,4,0.657,0.467,5,-8.925,1,0.0341,0.667,0.00000192,0.0295,0.276,100.139,61,1987
Somewhere Out There,Linda Ronstadt and James Ingram,2:10,4,0.606,0.0183,8,-25.973,1,0.0683,0.995,0.939,0.113,0.401,148.315,61,1987
Victory,Kool & the Gang,3:58,4,0.597,0.755,4,-2.209,0,0.052,0.0423,0,0.582,0.0467,89.146,61,1987
Funkytown,Pseudo Echo,3:54,4,0.915,0.591,0,-8.865,1,0.0597,0.000468,0.833,0.0938,0.315,122.664,60,1987
Shake You Down,Gregory Abbott,3:31,4,0.457,0.613,9,-5.756,1,0.0295,0.00463,0.000406,0.0711,0.132,105.111,59,1987
Brilliant Disguise,Bruce Springsteen,4:14,4,0.703,0.726,9,-12.438,1,0.029,0.152,0.00000145,0.0319,0.949,126.353,58,1987
Big Love,Fleetwood Mac,4:09,4,0.532,0.723,9,-11.779,0,0.0333,0.00152,0.00425,0.078,0.866,137.662,57,1987
Heart And Soul,T’Pau,4:13,4,0.66,0.805,2,-8.01,1,0.0324,0.00327,0.0000143,0.0986,0.944,122.039,57,1987
Meet Me Half Way,Kenny Loggins,3:39,4,0.635,0.395,4,-13.005,1,0.0266,0.0929,0,0.27,0.334,117.096,57,1987
Open Your Heart,Madonna,3:49,4,0.656,0.899,5,-5.039,1,0.0569,0.0261,0,0.0936,0.864,113.238,56,1987
Casanova,LeVert,4:22,4,0.711,0.844,4,-3.927,0,0.0891,0.0447,0.0000118,0.0672,0.802,92.956,55,1987
Shakedown,Bob Seger,5:00,4,0.809,0.575,0,-12.176,1,0.0298,0.156,0.00000165,0.0799,0.85,109.447,55,1987
Everybody Have Fun Tonight,Wang Chung,4:47,4,0.728,0.619,9,-12.265,1,0.0379,0.0884,0.0000844,0.039,0.747,128.845,54,1987
Ballerina Girl,Lionel Richie,3:37,4,0.388,0.286,0,-13.287,1,0.0347,0.781,0,0.0647,0.26,200.733,53,1987
I Think We’re Alone Now,Tiffany,2:10,4,0.782,0.421,11,-11.05,0,0.103,0.0723,0.0316,0.0692,0.715,131.746,53,1987
Touch Me (I Want Your Body),Samantha Fox,3:45,4,0.63,0.84,9,-4.707,0,0.0383,0.162,0.00000706,0.0887,0.537,104.882,53,1987
Wipe Out,Fat Boys & the Beach Boys,2:46,4,0.461,0.955,11,-6.684,1,0.0489,0.111,0.532,0.952,0.725,160.073,53,1987
Just To See Her,Smokey Robinson,4:04,4,0.821,0.379,4,-15.489,0,0.0334,0.153,0,0.0839,0.914,109.123,52,1987
Mandolin Rain,Bruce Hornsby and the Range,5:18,4,0.563,0.421,7,-12.567,1,0.0311,0.822,0.0000228,0.122,0.463,139.374,52,1987
Paper In Fire,John Cougar Mellencamp,3:51,4,0.607,0.905,4,-4.748,1,0.0427,0.00122,0.000276,0.0624,0.533,141.984,52,1987
(I’VE Had) The Time Of My Life,Bill Medley and Jennifer Warnes,6:46,4,0.677,0.871,9,-6.542,1,0.0496,0.0595,0.00133,0.132,0.538,108.704,51,1987
Midnight Blue,Lou Gramm,3:54,4,0.641,0.836,0,-7.155,1,0.0284,0.105,0.0335,0.0714,0.659,113.758,51,1987
Point Of No Return,Exposé,3:27,4,0.6,0.814,0,-9.411,1,0.0415,0.00342,0.00209,0.0605,0.873,120.037,51,1987
Rock Steady,The Whispers,4:03,4,0.888,0.711,5,-11.477,0,0.0577,0.00808,0.00000248,0.0432,0.96,116.343,51,1987
Don’t Disturb This Groove,The System,5:17,4,0.521,0.878,9,-8.597,1,0.0542,0.286,0.0000068,0.136,0.841,159.625,50,1987
Respect Yourself,Bruce Willis,3:31,4,0.828,0.669,6,-8.637,0,0.0254,0.16,0.00333,0.0756,0.926,109.964,50,1987
I Heard A Rumour,Bananarama,3:24,4,0.666,0.962,11,-4.087,0,0.038,0.0977,0.0000606,0.196,0.92,123.372,49,1987
Luka,Suzanne Vega,3:29,4,0.424,0.893,11,-4.253,0,0.34,0.0331,0.0000383,0.576,0.424,153.893,49,1987
When Smokey Sings,ABC,4:19,4,0.732,0.765,5,-8.75,1,0.0287,0.0505,0.0798,0.169,0.876,126.186,49,1987
Who Will You Run To,Heart,4:06,4,0.601,0.73,2,-11.103,1,0.0362,0.206,0.00002,0.107,0.682,116.311,48,1987
Doing It All For My Baby,Huey Lewis and the News,3:39,4,0.378,0.604,0,-12.381,1,0.0322,0.257,0,0.238,0.8,91.68,47,1987
Rhythm Is Gonna Get You,Gloria Estefan and Miami Sound Machine,3:54,4,0.779,0.759,4,-12.799,0,0.0387,0.236,0.046,0.132,0.838,124.983,47,1987
Causing A Commotion,Madonna,4:21,4,0.771,0.749,5,-10.628,0,0.0401,0.216,0.00184,0.135,0.854,119.875,45,1987
U Got The Look,Prince,3:46,4,0.822,0.583,9,-11.12,1,0.0596,0.108,0.0000576,0.0553,0.693,122.337,45,1987
Right On Track,Breakfast Club,4:16,4,0.763,0.824,1,-10.054,0,0.033,0.0613,0.0000445,0.0226,0.947,116.975,44,1987
